"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=equidae"
"Access Time","Fri 2017-02-03 06:54:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.211"
"Records Found","5815"
"Records Returned","5815"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"171355","occ","","","15730","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171365","occ","","","15731","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171372","occ","","","15732","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171382","occ","","","15733","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171388","occ","","","15734","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171392","occ","","","15735","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171401","occ","","","15737","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171413","occ","","","15738","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171416","occ","","","15739","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171420","occ","","","15740","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171425","occ","","","15741","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171430","occ","","","15742","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171438","occ","","","15743","Hyracotherium n. sp. aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171445","occ","","","15744","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171450","occ","","","15745","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171453","occ","","","15746","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171464","occ","","","15748","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171472","occ","","","15749","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171478","occ","","","15750","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171480","occ","","","15751","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171482","occ","","","15752","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171486","occ","","","15753","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171498","occ","","","15754","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171508","occ","","","15755","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171527","occ","2043","","15756","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171543","occ","","","15757","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171555","occ","","","15758","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171590","occ","","","15759","Hyracotherium sandrae","species","47322","recombined as","Sifrhippus sandrae","species","47322","Wasatchian","","55.8","50.3","1657"
"171591","occ","","","15759","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1657"
"171600","occ","","","15760","Hyracotherium sandrae","species","47322","recombined as","Sifrhippus sandrae","species","47322","Wasatchian","","55.8","50.3","1657"
"171606","occ","","","15761","Hyracotherium sandrae","species","47322","recombined as","Sifrhippus sandrae","species","47322","Wasatchian","","55.8","50.3","1657"
"171607","occ","","","15761","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171619","occ","","","15762","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171625","occ","","","15763","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171628","occ","","","15764","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171636","occ","","","15765","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171638","occ","","","15766","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171644","occ","","","15767","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171651","occ","","","15768","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171658","occ","","","15769","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171665","occ","","","15770","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171672","occ","","","15771","Hyracotherium sandrae","species","47322","recombined as","Sifrhippus sandrae","species","47322","Wasatchian","","55.8","50.3","1657"
"171674","occ","","","15772","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171684","occ","","","15774","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171690","occ","","","15775","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171697","occ","","","15777","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171700","occ","","","15778","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171721","occ","","","15779","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171729","occ","","","15780","Hyracotherium sandrae","species","47322","recombined as","Sifrhippus sandrae","species","47322","Wasatchian","","55.8","50.3","1657"
"171731","occ","","","15781","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171736","occ","","","15782","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171748","occ","","","15785","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171753","occ","","","15786","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171759","occ","","","15787","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171775","occ","","","15788","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171806","occ","","","15791","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171815","occ","","","15792","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171849","occ","","","15793","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","3714"
"171859","occ","","","15794","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171862","occ","","","15795","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171880","occ","","","15796","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171887","occ","","","15797","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171890","occ","","","15798","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171898","occ","","","15799","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171902","occ","","","15800","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171906","occ","","","15801","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171911","occ","","","15802","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171918","occ","","","15803","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171921","occ","","","15804","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171934","occ","","","15805","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171942","occ","","","15806","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171951","occ","","","15807","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171956","occ","","","15808","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171958","occ","","","15809","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171961","occ","","","15810","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"171966","occ","","","15811","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171968","occ","","","15812","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171971","occ","","","15813","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171980","occ","","","15814","Hyracotherium pernix","species","47320","recombined as","Arenahippus pernix","species","46158","Wasatchian","","55.8","50.3","1660"
"171985","occ","","","15815","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171987","occ","","","15816","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"171996","occ","","","15818","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172003","occ","","","15819","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172010","occ","","","15820","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172013","occ","","","15821","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172019","occ","","","15822","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172025","occ","","","15824","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172028","occ","","","15825","Hyracotherium grangeri","species","47315","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","1660"
"172034","occ","","","15827","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"172039","occ","","","15828","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"172042","occ","","","15829","Hyracotherium aemulor","species","47307","recombined as","Arenahippus aemulor","species","47307","Wasatchian","","55.8","50.3","1660"
"172063","occ","2083","","15836","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172077","occ","2084","","15838","Hyracotherium index","species","47316","recombined as","Minippus index","species","49440","Wasatchian","","55.8","50.3","6294"
"172112","occ","","","15841","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","1931"
"172133","occ","2106","","15842","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172139","occ","2107","","15843","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172173","occ","30947","","15845","Arenahippus grangeri","species","223572","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","53105"
"172184","occ","2129","","15846","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172215","occ","30943","","15854","Arenahippus grangeri","species","223572","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","53105"
"172219","occ","30944","","15855","Arenahippus grangeri","species","223572","recombined as","Sifrhippus grangeri","species","47315","Wasatchian","","55.8","50.3","53105"
"172227","occ","2150","","15859","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172228","occ","2151","","15860","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172235","occ","2152","","15861","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172238","occ","2155","","15862","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172248","occ","2158","","15864","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172268","occ","2166","","15868","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172273","occ","2168","","15869","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172281","occ","2172","","15870","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172286","occ","2175","","15871","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172289","occ","2176","","15873","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172292","occ","2179","","15874","Equidae indet.","family","42984","","Equidae","family","42984","Wasatchian","","55.8","50.3","6294"
"172298","occ","2181","","15875","Equidae indet.","family","42984","","Equidae","family","42984","Graybullian","","55.8","50.3","6294"
